ISO3,VACCINE_NAME,PRODUCT_NAME,COMPANY_NAME,AUTHORIZATION_DATE,START_DATE,END_DATE,COMMENT,DATA_SOURCE
AFG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SYR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
BOL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
HTI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NPL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-30,2021-07-19,,,REPORTING
LAO,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-23,2021-07-25,,,REPORTING
VUT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-12-22,2022-01-28,,,REPORTING
NIC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-25,2021-10-08,,,REPORTING
AUT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-24,,,REPORTING
MAR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ABW,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
BRA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
IDN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-09-07,2021-10-28,,,REPORTING
PRT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-23,,,REPORTING
GLP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
POL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-03,,,REPORTING
AUS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-25,,,,REPORTING
MYS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-15,,,,REPORTING
IRL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-30,,,REPORTING
NCL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SEN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-20,,,,REPORTING
CHE,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-23,,,REPORTING
GRD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
HRV,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-03,,,REPORTING
RWA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-11,,,,REPORTING
SSD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SWZ,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
TZA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-20,2021-07-28,,,REPORTING
UGA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ZMB,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
BHS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NOR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-03-03,,,REPORTING
ITA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-01-06,,,REPORTING
CAN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
MWI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NAM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-08-02,,,,REPORTING
NLD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
ISL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
BGR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-12,,,REPORTING
EST,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
BEL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
CZE,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-03-03,,,REPORTING
THA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-25,,,,REPORTING
GIN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-22,2021-03-05,,,REPORTING
LUX,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-14,,,REPORTING
MOZ,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-26,,,,REPORTING
MNP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-03-19,,,REPORTING
HUN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-05,,,REPORTING
KEN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
LSO,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-07,,,,REPORTING
MDG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-21,,,,REPORTING
BRB,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-10-15,,,REPORTING
BHR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
LBY,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
CUW,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
LIE,Moderna - Spikevax,Spikevax,Moderna,,2021-02-10,,,REPORTING
FSM,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-13,,,REPORTING
JPN,Moderna - Spikevax,Spikevax,Moderna,2021-05-21,2021-05-24,,,REPORTING
GLP,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
FIN,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
SLV,Moderna - Spikevax,Spikevax,Moderna,2021-06-03,2021-08-02,,,REPORTING
SAU,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
MNG,Moderna - Spikevax,Spikevax,Moderna,2021-01-10,,,,REPORTING
PRI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
SXM,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
IRL,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
FJI,Moderna - Spikevax,Spikevax,Moderna,2021-09-01,,,,REPORTING
THA,Moderna - Spikevax,Spikevax,Moderna,2021-05-13,2021-11-08,,,REPORTING
GRC,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
POL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
DNK,Moderna - Spikevax,Spikevax,Moderna,,2020-12-16,,,REPORTING
USA,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2020-12-21,,,REPORTING
PRT,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
ITA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
SVN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
CZE,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
RWA,Moderna - Spikevax,Spikevax,Moderna,2021-07-29,,,,REPORTING
BHR,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
HTI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
VNM,Moderna - Spikevax,Spikevax,Moderna,2021-06-28,2021-07-01,,,REPORTING
TUN,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
MEX,Moderna - Spikevax,Spikevax,Moderna,2021-08-17,2021-08-25,,,REPORTING
CAN,Moderna - Spikevax,Spikevax,Moderna,2020-12-23,,,,REPORTING
NLD,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
ESP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LUX,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
CYP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
ROU,Moderna - Spikevax,Spikevax,Moderna,,2021-02-03,,,REPORTING
HRV,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
EST,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
AUT,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
SVK,Moderna - Spikevax,Spikevax,Moderna,,2021-01-27,,,REPORTING
BGR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LTU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
FRA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LVA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
HUN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
BEL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
ISL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
SWE,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
DEU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
KHM,Moderna - Spikevax,Spikevax,Moderna,2021-08-02,2021-12-16,,,REPORTING
MYS,Moderna - Spikevax,Spikevax,Moderna,2021-08-05,,,,REPORTING
PSE,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
LBY,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
GBR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-11,,,REPORTING
COG,Moderna - Spikevax,Spikevax,Moderna,2021-03-03,2021-03-23,,,REPORTING
SRB,Moderna - Spikevax,Spikevax,Moderna,,2021-11-10,,,REPORTING
MDA,Moderna - Spikevax,Spikevax,Moderna,,2021-12-08,,,REPORTING
NPL,Moderna - Spikevax,Spikevax,Moderna,2021-09-15,2021-12-19,,,REPORTING
KGZ,Moderna - Spikevax,Spikevax,Moderna,,2021-12-15,,,REPORTING
BOL,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
AUS,Moderna - Spikevax,Spikevax,Moderna,2021-08-09,2021-09-20,,,REPORTING
HND,Moderna - Spikevax,Spikevax,Moderna,2021-02-17,2021-02-26,,,REPORTING
GTM,Moderna - Spikevax,Spikevax,Moderna,2021-02-25,2021-02-25,,,REPORTING
MNP,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-12,,,REPORTING
GUF,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ARM,Moderna - Spikevax,Spikevax,Moderna,,2021-10-06,,,REPORTING
UGA,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
PHL,Julphar - Hayat-Vax,Hayat-Vax,,2021-08-11,2021-08-25,,,REPORTING
SYC,Julphar - Hayat-Vax,Hayat-Vax,,,,,,REPORTING
PRY,Julphar - Hayat-Vax,Hayat-Vax,,2020-12-30,2021-05-24,,,REPORTING
IRN,Shifa - COVIran Barakat,COVIran Barakat,,,,,,REPORTING
NIC,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,,2021-10-26,,,REPORTING
CUB,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,,,,,REPORTING
LAO,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
VCT,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
UZB,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,2021-12-15,,,REPORTING
VEN,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
PHL,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,2021-08-20,2021-08-23,,,REPORTING
NIC,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,2021-10-25,,,REPORTING
BHR,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
PSE,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
SYR,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,,,,,REPORTING
